,user_review,rating,review_date,pengalaman visual,fungsi,performa dan stabilitas
1680,Kok udah top up tapi koinnya tetap gak nambah ya? Padahal mau dengerin episode terbarunya.,3,2023-03-17 4:46:57,netral,netral,netral
1681,Kurang nyaman dan sesuai dengan iklannya :(,3,2023-03-16 18:49:11,negatif,netral,netral
1682,Kenapa sih harus ada vip nya gk kaya dulu puas Dengernya gk pake vip kesel gw,1,2023-03-16 17:39:35,netral,netral,netral
1683,Tampilan untuk setelan radionya dibuat kayak kemarin dong. Jadi di bawah nama radio ada judul lagu. Habis di update judul lagunya gak ada,4,2023-03-16 17:31:11,negatif,netral,netral
1685,suka bangat apalikasinya g ribet,5,2023-03-16 15:34:59,positif,netral,netral
1686,keren aplikasinya..bisa buat nemenin tidur,5,2023-03-16 14:14:34,netral,netral,netral
1687,"Tiap ada iklan pasti berhenti dan harus di play manual. Setelah mulai lagi, mulainya dr awal lagi",1,2023-03-16 8:29:59,netral,negatif,netral
1688,Install noice ingin dengar audio cast Detektif Astral. Semoga ke depan tidak banyak bug,5,2023-03-16 7:28:27,netral,netral,netral
1690,luar biasa sekali app ini bisa dengerin podcast edukasi dan entertain sambil rebahan....,5,2023-03-15 12:01:19,netral,netral,netral
1692,"bagusan yg versi sebelum nya, ini setalah di update malah makin banyak iklan dan ngga bisa di skip.",4,2023-03-14 18:08:43,netral,netral,netral
1693,jelek banget setiap ganti podcast ada iklan,2,2023-03-14 14:07:55,netral,netral,netral
1694,"Iklan terus, iklannya udh abis tetep gak bisa diplay 😌",2,2023-03-14 11:05:33,netral,negatif,netral
1695,Sekarang fitur download buat apa yah? Percuma dh didownload tpi ga bisa diputar dengan keadaan offline,1,2023-03-14 10:35:30,netral,negatif,netral
1696,Sekarang banyak banget iklan nya,1,2023-03-14 4:36:08,netral,netral,netral
1702,"Uinya masih ribet, back disini selalu ke home terus bukan ke page sebelumnya Juga tolong lah fitur premium, capek liat iklan muncul ampe 30 detik",3,2023-03-13 19:47:45,negatif,netral,netral
1703,Sekarang noice ada iklan nya ganggu banget,3,2023-03-13 15:07:47,netral,netral,netral
1706,iklannya gabisa di skip males bener chuaks,2,2023-03-13 9:26:52,netral,netral,netral
1707,ngehibur bgt. teman disaat nyetir yg paling asik,5,2023-03-13 4:10:46,netral,netral,netral
1709,Buat apa ada fitur download kalo ternyata harus tetep nyalain data seluler atau wi-fi untuk bisa dengerin hasil download. Mending hilangkan fitur download supaya gak ketipu.,1,2023-03-12 22:38:42,netral,negatif,netral
1711,"bagusss banget apk nya sampai"" kalau sekolah pasti sediain waktu buat dengar podcast di noice",5,2023-03-12 14:29:12,netral,netral,netral
1712,"Tidak bisa putar di latar belakang, aplikasinya selalu restart. Perangkat Samsung Tab A7",4,2023-03-11 18:35:44,netral,negatif,negatif
1713,Ngebak saat searching podcast dan sangat menggangu sekali Mohon perbaikannya para developer,1,2023-03-11 16:50:30,netral,netral,negatif
1714,Sudah membayar konten VIP tapi masih tidak bisa dibuka.,1,2023-03-11 9:05:02,netral,negatif,netral
1719,Keren banget noice... Kasi tempat buat muter musik dong noice,5,2023-03-10 1:43:20,netral,netral,netral
1720,Sekarang sudah ada iklan & kebijakan pakai koin,1,2023-03-09 22:55:13,netral,netral,netral
1723,_bru di download jdi d ksih 3 dlu yah_,3,2023-03-09 14:56:33,netral,netral,netral
1726,Ukuran download gede banget padahal kualitasnya udah paling rendah. podcastnya padahal cuma ada 15 tapi udah menyentuh 1.9gb,1,2023-03-09 5:03:35,netral,netral,netral
1727,recommended apa for podcast music great. thanks,5,2023-03-09 4:57:43,netral,netral,netral
1728,"suka sama aplikasi ini, cocok buat nemenin waktu kerja waktu nyantai sambil dengerin podcast",5,2023-03-09 3:15:42,netral,netral,netral
1730,setting dimana ya. notif ganggu bgt,1,2023-03-08 22:58:52,negatif,netral,netral
1731,mantap lah bisa buat tmn tidur potkes.a ni👍,5,2023-03-08 18:07:51,netral,netral,netral
1732,Noice udah gak seru lagi :(,1,2023-03-08 15:23:21,netral,netral,netral
1733,"Saya kira cuman saya yang mengalami,ternyata yang lain juga sama,versi yang sekarang pada saat mendengarkan sering ngebug dan saat ingin diplay lagi malah harus dari awal lagi,mohon noice sistemnya diperbaiki lagi, terimakasih",3,2023-03-08 11:23:51,netral,negatif,negatif
1734,"Bug nya parah ga bisa play podcast apapun, seperti stuck di iklan",1,2023-03-07 16:32:50,netral,negatif,negatif
1736,Lumayan untuk peganti radio dalam kehidupan zaman skrng,5,2023-03-07 9:06:01,netral,netral,netral
1737,asyik.....diperjalanan ga bakal bete 🤭,5,2023-03-07 7:34:49,netral,netral,netral
1739,"kerennn bgt, goks nih buat nemenin santai atau mau tidur",5,2023-03-06 17:27:46,netral,netral,netral
1744,Pas buka audio series saat buka konten dengan coin Muncul warn data truncate,3,2023-03-06 12:06:21,netral,netral,netral
1747,"Gimana sih, makin di update makin gak jelas interfacenya. Bukanya mudahin maalah nyusahin. Konten terbaru harusnya di halaman paling depan sekarang entah pindah kemana",1,2023-03-05 18:54:12,negatif,netral,netral
1748,asli ni apk Kren bgt...kalo udah kluar dari branda aja masih bisa dngrin,5,2023-03-05 5:45:05,netral,positif,netral
1749,"seru banget dengerinnya apa lagi yang pecinta horor, harus download nih karena banyak konten horor yang seru....",5,2023-03-05 5:40:50,netral,netral,netral
1752,setelah di perbarui malah ga bisa di puter .. uninstall berkali2 sama aj,1,2023-03-04 22:18:12,netral,negatif,netral
1754,"Aplikasi nya suka mati sendiri, terus balik ke menit awal.",2,2023-03-04 11:20:15,netral,netral,negatif
1755,Mending bikin sistem premium daripada koin,4,2023-03-04 8:19:54,netral,netral,netral
1756,Aku download buat dengerin detektif astral,5,2023-03-04 5:16:42,netral,netral,netral
1757,Gue beri bintang 5 gara2 mau nonton coki pardendeng,5,2023-03-03 19:11:09,netral,netral,netral
1758,"Aneh banget ni noice di last updatenya, pas masuk room live mental mental terus padahal sebelumnya aman-aman aja loh",2,2023-03-03 13:36:13,netral,netral,negatif
1763,Lumayan baik bancak ragam yg saya sukai,4,2023-03-02 14:49:46,netral,netral,netral
1764,Setelah di upgrade kok aku gk bisa dengerin siaran live sih mengecewakan sangat mengecewakan!,2,2023-03-02 12:37:42,netral,negatif,netral
1765,"Saya download aplikasi ini karna cuma mau mantau cewe saya yang sering live disana, jadi jangan senang dulu yan andaaaaa kalau saya main apk ini. Chuaakssz",5,2023-03-02 9:48:16,netral,netral,netral
1766,Di update malah judul lagu yg sedang di putar di radio malah di hilangkan padahal membantu banget buat tau siapa penyanyi nya,3,2023-03-02 7:47:15,negatif,netral,netral
1768,Banyak Bug nya sering ngelag / putus putus saat dengerin.,3,2023-03-02 2:16:38,netral,netral,negatif
1769,Banyakin lagi agamanya nya Murotal Ceramah,4,2023-03-01 23:40:47,netral,netral,netral
1770,"Podcaster lama para komika banyak yg stop, sistem koin kapitalis, tetep masih mending dengerin podcast di Spotify aja emang paling bener, 👎👎",1,2023-03-01 16:45:57,netral,netral,netral
1773,Pokoknya aplikasinya mantaplah dan gua suka sekali dengerin cerita mistisnya.. Dan buat aplikasinya mantap betull...🙏,5,2023-03-01 2:50:35,netral,netral,netral
1774,"gak bisa dipake, udah didownload tp setelah masuk ke apknya, ada tulisan ""tidak ada koneksi, sepertinya ada alien"" apaan coba? Halu banget, ayo dong perbaikin, padahal mau dengerin kasturi, komeng adul ustad subki",1,2023-02-28 11:41:34,netral,netral,negatif
1775,kenapa suka keluar tiba tiba yah.. padahal aplikasinya keren .. tpi minusnya ya gtu,1,2023-02-28 6:16:21,netral,netral,negatif
1776,siniar Hiduplah Indonesia Maya 🔥🔥🔥,5,2023-02-27 17:36:45,netral,netral,netral
1777,Aplikasi nya bagus banget menjadi aplikasi pengantar dongeng sebelum tidur,5,2023-02-27 16:32:05,netral,netral,netral
1778,Smoga bisa menjadi ruang obrolan terbaik di indonesia tidak kalah dengan aplikasi penghasil uang lain nya,5,2023-02-27 13:56:16,netral,netral,netral
1779,"Min, itu angka komentar nya kok ngga ditengah tengah, dirapihin lagi dong biar enak diliat",4,2023-02-27 6:30:49,negatif,netral,netral
1780,apakah kita bs upload konten kita sndri? perbanyak podcastbuku,4,2023-02-27 5:37:13,netral,netral,netral
1781,"hiburan, favorit trio kurnia sari",5,2023-02-26 23:30:10,netral,netral,netral
1783,ini aplikasi yg bagus ceritanya seru seru cocok deh buat di download,5,2023-02-26 13:47:30,netral,netral,netral
1785,Bagus banyak pilihan podcast nya 👍,5,2023-02-26 5:49:02,netral,netral,netral
1792,"Dengerin radio doank di susupi iklan haduh parah, uninstall 👎👎👎",1,2023-02-25 2:04:17,netral,netral,netral
1793,"Saya hendak bertanya, bagaimana cara nya melakukan siaran radio di aplikasi ini? Terimakasih, saya berharap ada yang dapat membantu menjawab pertanyaan ini",5,2023-02-24 20:40:51,netral,netral,netral
1794,aplikasi yg bagus buat yang suka dengerin podcast..,5,2023-02-24 20:06:28,netral,netral,netral
1797,Beli koin tapi kok gk masuk ya koinnya,5,2023-02-24 14:41:25,netral,netral,netral
1799,Aku kasi bintang 4 karena iklannya bnyk,4,2023-02-24 9:53:38,netral,netral,netral
1800,Instal Noice cuma gara2 pengen denger konten musuh masyarakat doang😅,5,2023-02-24 7:51:23,netral,netral,netral
1801,"""Dan Sesungguhnya Do'a Itu Bermanfaat Terhadap Apa Saja Yang Telah Diturunkan (Ketetapan Allah) Dan Juga Sesuatu Yang Belum Diturunkan. Dan Tidaklah Akan Dapat Menolak (Merobah) Ketetapan (Taqdir) Kecuali Do'a. Karena Itu Berdoalah Kamu"". MENYANTUNI K2 OT MEMPERERAT SILATURRAHIM MENOLONG ORANG PEMUDA YG BAIK PEDAGANG YG JUJUR MENOLONG WANITA JGN MENGUSIR MENGHORMAT KPD YG TUA DAN KASIH SAYANG KPD YG KECIL MELAPANGKAN TEMPAT DUDUK MENCEGAH KEMUNGKARAN JGN MEMBENCI DAN MENDENGKI MENUNAIKAN AMANAT",5,2023-02-24 3:49:18,netral,netral,netral
1803,"Hoy noice kok tampilannya berubah mending kayak dulu, tombol X saat lagi putar Podcast kok ga ada sekarang?",3,2023-02-23 22:41:12,negatif,netral,netral
1805,Ini noise kenapa ya tdi ga bsa s buka sa skali. Mentok logo. Setelah update tetep mentok logo,5,2023-02-23 3:20:42,netral,netral,negatif
1807,Kurang puas dengan sistem koin,1,2023-02-23 3:01:57,netral,netral,netral
1808,saya beli koin buat buka konten tapi endk bisa diakses,5,2023-02-23 2:54:19,netral,netral,netral
1809,"Gak tau kenapa ya kalau dengerin podcast, terutama di Noice, berasa ikut dalam lingkup diskusinya. Paling seneng dengerin Ruang 28, karena suka dengan opini mereka. Tapi podcast di Noice lainnya juga keren-keren, seperti Trio Kurnia, Musuh Masyarakat, Sumbu Pendek, dan lain-lain. Sejauh ini, Noice aplikasi terbaik. Good job! Sukses terus buat Noice 🙌👍",5,2023-02-23 1:40:33,netral,netral,netral
1812,Abis di update jadi sering ngebug tiba tiba berenti sendiri,2,2023-02-22 13:16:31,netral,netral,negatif
1813,Aplikasi sangat lemot dan mudah crah saat si buka,1,2023-02-22 9:21:48,netral,netral,negatif
1816,Makasih Noice sudah menjadi wadah bagi podcast aktivis untuk menyuarakan hati nurani rakyat . Untuk ini saya berikan bintang 5 buat noice karna pada podcast aktivis saya bisa mendengar teriakan2 hati nurani rakyat yg perlu di gaungkan sehingga para penguasa tidak seenaknya mengkibuli masyarakat yg mereka anggap bodoh.,5,2023-02-22 6:15:28,netral,netral,netral
1819,trio kurnia the best pokoknya 🙌,5,2023-02-21 23:34:14,netral,netral,netral
1820,"Ini emang bug atau gimana, beli koin noice tidak bisa dengan nominal sama jika di klik nominal yang sama, keterangannya item sudah dimiliki",2,2023-02-21 18:21:52,netral,netral,netral
1822,"Masak dengerin aja bayar si gak asik nihh, uninstal yaaa",1,2023-02-21 11:41:25,netral,netral,netral
1823,"kenapa app noice pas di buka malah mentok logo ya. Gx bisa terbuka. ,, apakah harus uninstal dulu.",3,2023-02-21 10:19:47,netral,netral,negatif
1825,"ini apk aku suka, awal mula lewat di tiktok pas di coba bagus, di tambah aku suka denger cerita horor,",5,2023-02-21 3:49:36,netral,netral,netral
1828,"Ntk pendengar yg unppler opinion bagus, dan para2 pdcsternya para undrdog smua..👏 (tpi klo ntk jadi kreator di noice keribetan 64%) i think👐",5,2023-02-20 14:17:31,netral,netral,netral
1829,Yaah bayar juga akhirnya !!,3,2023-02-20 12:40:21,netral,netral,netral
1830,noice selalu nemenin gw di saat kesepian,5,2023-02-20 12:35:51,netral,netral,netral
1833,"sangat bagus, yg membacakan cerita jga enak di dengar apa lgi klo lgi sendiri drmh dengar Noice jdi TDK berasa sepi lgi",5,2023-02-20 5:57:59,netral,netral,netral
1839,"Pengalaman nggak asyik Halo kak, jadi sedang ada bug di AOS 3.14; bisa dicoba update apps nya ke version 3.15 ya kak. Koin akan otomatis masuk di hari Senin. atau akan ke refund otomatis setelah 3 hari transaksi Caranya update ke version 3.15 ???",1,2023-02-19 7:48:22,netral,netral,netral
1841,dengerin noice fokus ke PODCAST HIDUPLAH INDONESIA MAYA,5,2023-02-19 1:34:10,netral,netral,netral
1842,Nice banget si buat nemenin hari,5,2023-02-18 18:41:19,netral,netral,netral
1845,Podcast terbaik sepanjang hidup saya haha,5,2023-02-18 11:00:06,netral,netral,netral
1848,sangat membantu saya bisa tidur dan bisa nemenin saat lakuin aktifitas.,5,2023-02-17 18:30:06,netral,netral,netral
1849,"Tolong dong developer, sedia in kolom buat hapus konten yang ada di menu download. Karna kalau sudah ditonton dan pengen dihapus tdk bisa,. Biar tidak penuh dan kebanyakan",4,2023-02-17 7:47:31,netral,netral,netral
1854,So far so good 😎,4,2023-02-16 15:11:07,netral,netral,netral
1855,"Udah seru pake aplikasi noice eh malah ada fitur vip, semula senang jadi badmood",2,2023-02-16 14:40:32,netral,netral,netral
1857,"iklan dimulai terus tapi gk mulai² ,mau dengerin podcast lain gabisa harus nunggu iklan.. tapi iklannya gk play² ,anjinglah ahh",1,2023-02-16 11:50:43,netral,negatif,netral
1858,Musuh masyarakat is the bestt,5,2023-02-16 11:27:19,netral,netral,netral
1862,keren tanpa berbayar bisa diputar di latar belakang,5,2023-02-16 8:39:50,netral,positif,netral
1865,gajelas kenapa ada VIP kocak makan tuh redup cepet,1,2023-02-15 17:34:18,netral,netral,netral
1866,masih perlu lebih banyak fitur lagi but not bad,5,2023-02-15 15:54:15,netral,netral,netral
1867,masih belum ad respon dari email,1,2023-02-15 14:28:19,netral,netral,netral
1870,Keren menghibur baget banyak cerita seru sih keren abiz👍👍👍👍👍👍👍👍,5,2023-02-15 7:22:00,netral,netral,netral
1873,bagus banget suara nya efek dari cerita walaupun gak ada gambar tetapi bisa menjelaskan lewat suara,5,2023-02-15 2:14:09,netral,positif,netral
1874,Setelah update ada masalah saat top-up coin via gopay,4,2023-02-15 0:44:35,netral,negatif,netral
1876,Udh beli koin buat buka konten tapi kenapa gabisa didengerin kontennya,3,2023-02-14 15:06:47,netral,negatif,netral
1878,Apk ny bagus cuma pas main game mesti langsung ke swipe biasa ny nga tolong d benerin,5,2023-02-14 11:08:59,netral,negatif,netral
1881,"Buat PC udah ada belom ya? Kalo belom buat dong, biar bisa sambil ngedit😅",5,2023-02-13 13:39:07,netral,netral,netral
1883,"tolong sediakan yg versi web, biasa nya aku dengerin smbil kerja, biasa dengerin di pc kantor.",4,2023-02-13 12:33:00,netral,netral,netral
1884,Audioseries dan audiobook sangat berguna di sela-sela aktivitas. 🙌,5,2023-02-13 11:01:15,netral,netral,netral
1888,semua ini tentang aku kamu dan semesta yang tak merestui,5,2023-02-12 8:01:44,netral,netral,netral
1890,"Kalo diminimize terus masuk app lagi selalu keulang dari awal podcast nya, ganggu banget",1,2023-02-11 17:42:20,negatif,negatif,netral
1893,install noice cuma mau dengerin trio kurnia kur....kur.....kur....😂😂😂😂😂😂,5,2023-02-11 12:02:07,netral,netral,netral
1895,"Sudah mulai kapitalis, apa2 suruh bayar baru dengerin",1,2023-02-11 4:28:07,netral,netral,netral
1896,Kenapa sering nutup otomatis pas ngescroll komentar di konten?,3,2023-02-11 4:16:47,netral,netral,negatif
1898,Tolong bikin biar muncul di android auto dong. Karena pasti banyak yg dengerin sambil nyetir ..,5,2023-02-10 23:03:56,netral,netral,netral
1899,Ada bug dari hp huawei nova 5t setiap akan liat balasan komen aplikasi lgsg fc,3,2023-02-10 15:21:25,netral,netral,netral
1903,kontennya bagus bagus apalagi macam Dedy issue the best konten,5,2023-02-09 13:05:33,netral,netral,netral
1904,pembahasan asik dan bermutu untuk tema kita di tongkrongan,5,2023-02-09 11:30:50,netral,netral,netral
1905,teman bete teman sepi yang cukup menghibur karena aku gak begitu suka lihat yang ada visualnya Ale kdng gak fokus,5,2023-02-09 11:01:11,netral,netral,netral
1907,Suara pembawa acara yah aku suka bangedd,5,2023-02-09 9:53:30,netral,netral,netral
1908,Makin lama banyak yang VIP,1,2023-02-08 23:15:37,netral,netral,netral
1909,upgrade opo sek pancet ae gak isok ngerungokno audio offline lek kuota internet e gak nyala,1,2023-02-08 19:59:29,netral,negatif,netral
1910,Satu Video koin bisa sampe 200 :v banyakin nanti tiba tiba sepi,1,2023-02-08 18:26:58,netral,netral,netral
1911,TRIO KURNIA KUR KUR KURRR,5,2023-02-08 18:25:09,netral,netral,netral
1912,ah kagak serus. kagak bisa share ke chromecast,1,2023-02-08 16:20:21,netral,netral,netral
1913,Imelda fm semarang koq ndak ada ya ???,3,2023-02-08 14:35:50,netral,netral,netral
1917,Ini gk bisa nonton dengan video ya?,3,2023-02-08 1:47:44,netral,netral,netral
1918,apk yg bikin hari²ku berwarna...wkwkwkw... cerita horornya seru²,5,2023-02-07 22:51:13,netral,netral,netral
1920,"banyak konten bagus, Tapi ukurannya jadi gede bgt kalo didownload. ga kayak spot***. masa iya beli hp lagi :'(",4,2023-02-07 5:14:49,netral,netral,netral
1922,"Halo Noice....sy penikmat radio yg tinggal di Jakarta. Sudah ada lebih dr 1 bulan, bahkan dari sebelum tahun baru...Jogja Family Radio tidak bisa aktif alias tidak bisa didengarkan. Padahal ini salah satu my favourite radio station. Tolong manajemen teknis Noice agar diperbaiki & bisa streaming lg. Tks",4,2023-02-07 1:13:03,netral,negatif,netral
1925,sangat membantu saya jadi lebih baik dengan mendengar podcast² nya,5,2023-02-06 13:22:09,netral,netral,netral
1926,"Apknya bagus, kontennya menarik, tapi kalo bisa bikin versi website atau dekstop nya sekalian biar bisa di buka di laptop",4,2023-02-06 13:20:33,netral,netral,netral
1927,Balikin lg mumas seperti dlu wkwkwk,5,2023-02-06 13:05:18,netral,netral,netral
1931,"Kalau mau lanjut dengar podcast yg dipause, kadang podcastnya tereset dari awal.. Ditunggu perbaikan selanjutnya.",3,2023-02-06 5:38:57,netral,negatif,netral
1932,Jelek sekali eror truss .,1,2023-02-06 4:57:39,netral,netral,negatif
1934,"apps masih bugs, pernah ada kendala ga bisa load konten sama sekali, sekarang bugnya di field pengisian username.",3,2023-02-05 8:02:16,netral,netral,negatif
1935,Di gunung pun bisa dengerin radio. Hmmm......,5,2023-02-05 6:58:09,netral,netral,netral
1938,Ku kasih 5 b awas ga bagus ya,5,2023-02-04 18:07:41,netral,netral,netral
1939,"Tidak bisa play, udah uninstal terus instal lagi masih gak bisa play.",2,2023-02-04 14:39:08,netral,negatif,netral
1940,"Noice adalah teman kerja, santai, ping asik",4,2023-02-04 6:01:08,netral,netral,netral
1941,"Bagus banget aplikasinya, keren.. tingkatkan ya.. ditunggu bagian",5,2023-02-04 3:34:30,netral,netral,netral
1942,"Jadi males dengerin noice,udh mulai kapitalis. Dengerin podcast favorit ku harus bayar. Mending spotify masih gratis..",1,2023-02-04 2:33:43,netral,netral,netral
1943,banyak ilmu dan humor disini,5,2023-02-04 2:01:10,netral,netral,netral
1944,Sorry uninstal dlu ya noice. Ngerasa ud gede kah? Sampe konten yg rame kudu berbayar. Semoga ga cuma gue yg ilfeel. Thanks,1,2023-02-03 16:05:42,netral,netral,netral
1946,Iklan gak ada artis lain apa Coki mulu kesel banget.,1,2023-02-03 11:35:00,netral,netral,netral
1948,temen galaw pas lagi sendiri,4,2023-02-03 9:45:20,netral,netral,netral
1949,"Gokil...sekarang apa aja punya podcast di noice Dari lazada dan bahkan kopi kenangan punya podcast dan lebih gokil iklannya podcast kesel aje Noice anda hebat sekali dan juga kapitalis Yah entah mengapa kemarin pas gue top up koin buat unlock diary coki, iklan nya tiba-tiba hilang",1,2023-02-03 8:05:42,netral,netral,netral
1952,"Masih banyak bug, per episode skrg pake koin Saran mending langganan bulanan kayak aplikasi sebelah daripada koin per episode",2,2023-02-03 4:25:10,netral,netral,negatif
1955,"yang lucu baru satu,trio kurnia",4,2023-02-03 0:05:15,netral,netral,netral
1956,waahhh kereeen sih ini maaahhh,5,2023-02-02 18:36:16,netral,netral,netral
1957,sangat menghibur konten nya lengkap mantap,5,2023-02-02 17:06:32,netral,netral,netral
1959,Makin bayar semua nga jelas emang orang kaya semua ada yg miskin broo gimana si,1,2023-02-02 13:46:44,netral,netral,netral
1964,"sangat bermanfaat,semoga bisa semakin besar",5,2023-02-02 2:28:27,netral,netral,netral
1965,Menurut saya aplikasi ini bagus dan misalkan ingin mendengarkan cerita bisa sambil santai dan sambil mendengarkan cerita nya,5,2023-02-01 23:50:08,netral,netral,netral
1968,mantap sekali podcast ini seru dan kocak,5,2023-02-01 16:20:38,netral,netral,netral
1970,"Mau denger konten tapi suruh bayar makasih deh ,eughhh",1,2023-02-01 12:18:38,netral,netral,netral
1973,gw kasih bintang 5 gara2 ada trio kurnia,5,2023-02-01 8:28:17,netral,netral,netral
1974,"Mulai berbayar Trio Kurnia, auto unsubscribe +uninstal. Good by noice",1,2023-02-01 7:37:38,netral,netral,netral
1975,dengerin mereka menemani setiap aktifitasku sehari2 .nambah semangat dong,5,2023-02-01 6:57:29,netral,netral,netral
1976,"makin hari makin kapitalis, klo sistemnya kaya spotify sih gpp sekali langganan bisa buka konten vip smua. tp ini kapitalis tingkat dewa, koinnya buka 1 konten doang",1,2023-02-01 4:14:45,netral,netral,netral
1978,"Masih mau coba, baru install..",4,2023-02-01 0:53:47,netral,netral,netral
1982,"Gaseru , semenjak make coint.",1,2023-01-31 16:47:23,netral,netral,netral
1983,"Mulai berbayar beberapa konten, saatnya unsubscribe trio kurnia dan uniinstal noice, by noice 🙏🙏🙏",1,2023-01-31 16:37:48,netral,netral,netral
1986,mantap noice trio Kurnia jaya jaya jaya,5,2023-01-31 14:48:01,netral,netral,netral
1987,Maaf Noice sekarang kmu aku uninstl udah gaasik sekarang ada VIP koin2an segala huufffttt,2,2023-01-31 14:35:04,netral,netral,netral
1988,Bang tolong tambahin RIGEN SAMA FIRMAWAN DIPODCAST INI biar seru degerin podcastya. nanti bintang lima deh sekarang 4 dulu ok noice. Semoga dibaca dan ditanggapi terima kasih.,4,2023-01-31 14:05:14,netral,netral,netral
1989,Balikin ridwan remin sama kang molan woeee,1,2023-01-31 14:01:15,netral,netral,netral
1990,Maaf yak kaum saya kaum gratisan ijin uninstall dlu ☝️☝️,5,2023-01-31 13:04:32,netral,netral,netral
1992,"Noice, kok updatenya malah ngilangin 10 detik di notifikasi? Tolong balikin dong",2,2023-01-31 12:29:13,negatif,netral,netral
1995,"Cuih💦 mau nonton trio kurnia eps nenek maimunah aja harus BAYAR ! Udh ngikutin dari eps 1 ujung"" ny berbayar ! Sorry harus UNINSTAL !",1,2023-01-31 9:19:04,netral,netral,netral
1996,mulai pake koin koinan. kirain noice tetep dan ga akan berbayar,5,2023-01-31 8:54:07,netral,netral,netral
1997,SAya suka noice SOPANSTEK 🫶🫶🫶🫶🫶🫶🫶🫶,5,2023-01-31 8:44:17,netral,netral,netral
1998,Jadi gak senang ada VIP di konten reguler,3,2023-01-31 7:41:32,netral,netral,netral
1999,konten menghibur jadi teman dikala sepi menghampiri,5,2023-01-31 7:10:10,netral,netral,netral
2004,"Menurutku Noice sangat bagus fitur fiturnya sangat nyaman dan konten kontenya lengkap, jadi sangat seru deh pokoknya.",5,2023-01-30 18:41:02,positif,netral,netral
2005,"Sistem apalagi ini malah pake koin, emg paling bnr dah dengerin Spotify",1,2023-01-30 13:16:51,netral,netral,netral
2008,Kangen Noice yang dulu yang dulu masih klik langsung dengarkan bukan buka Noice langsung buka koin buat dengerin podcast ya 🥺🥺,4,2023-01-30 8:18:34,netral,netral,netral
2011,Teman pengisi di waktu suntuk...,5,2023-01-30 0:31:26,netral,netral,netral
2012,"Podcast nya keren² menghibur, audio nya oke.. Stasiun radionya banyakin lagi ya",5,2023-01-29 22:49:48,netral,positif,netral
2013,Tolong kembalikan lagi acara hahaland,4,2023-01-29 18:18:25,netral,netral,netral
2019,aplikasi baguuus banget min cocok buat yg lgi nyantai sambil dengerin podcast,5,2023-01-29 6:11:55,netral,netral,netral
2020,"Agak Sebel, karena Channel radio isinya cuma musik",3,2023-01-28 15:55:08,netral,netral,netral
2022,Nge-bug. Stuck di logo terus,2,2023-01-28 8:22:13,netral,netral,negatif
2025,salam dari Ambon... Alhamdulillah masih bisa denger most radio d ambon,5,2023-01-27 12:01:06,netral,netral,netral
2028,Update terbaru malah kaya awal2 aplikasi noice setiap out saat lgi dnger podcast pas dbuka lagi untuk dnger ga dilanjut dari terakhir kita dengar tpi malah ngulang dri awal (edit: sudah benar makasih noice),5,2023-01-27 9:41:47,netral,netral,netral
2030,Karena Vindes jadi download apps ini ❤️‍🔥,5,2023-01-27 7:49:27,netral,netral,netral
2031,aplikasi nya sangat bagus dan seru seru cerita nya 🥰 semangat terus yang buat konten 🥰🥰🥰,5,2023-01-27 6:44:21,netral,netral,netral
2035,"Idk why tiap dengerin podcast suka berhenti sendiri,plss benerin kalo ada yang salah karna aku suka bgt dengerin podcast dinoice,tp capek bgt kalo suka berhenti sendiri",3,2023-01-26 8:57:35,netral,negatif,negatif
2036,"Kenapa skrg aplikasinya sering berhenti sendiri, harus buka aplikasinya lagi dan play ulang baru bs. Repot klo lg dijalan harus begitu terus",2,2023-01-26 8:09:45,netral,netral,negatif
2038,"akhirnya dapat juga nama apk nya wkwk ,aku cape cari nya di YouTube, aku liat ini iklan dari tiktok pas cerita hantu",5,2023-01-26 4:04:56,netral,netral,netral
2039,Bagusss banget asliiiiiii kalau bisa perbanyak lagi ya audiobooknya,5,2023-01-26 1:50:59,netral,netral,netral
2040,aplikasi Noice ini bermanfaat juga dalam mengisi wajtu santai dan topicnya juga dibawakan dengan ceria dan sukacita.,4,2023-01-25 17:57:33,netral,netral,netral
2042,"Kenapa kok gak bisa download buat dengerin Offline aneh padahal sebelum""nya bisa kok😤",1,2023-01-25 12:44:52,netral,negatif,netral
2049,Donwload ini gara² penasaran setiap iklan youtube mucul si soleh bawa² gunting jadi pengen nonton trio kurnia,5,2023-01-25 0:00:31,netral,netral,netral
2052,Lumayan dengerin musuh masyarakat buat santai,5,2023-01-24 6:09:31,netral,netral,netral
2055,noice ditambahkan widget dong di update selanjutnya,4,2023-01-23 7:25:01,netral,netral,netral
2056,Saya sebagai pengguna Telkomsel seneng banget karena bisa mengaksesnya tanpa kuota❤️,5,2023-01-23 4:21:36,netral,netral,netral
2058,"umtuk app bagus, rekomendasi parah. cman beberapa kali tba tba mati dan keluar",5,2023-01-23 1:48:18,netral,netral,negatif
2062,kak suara setan nya seram bet dah,5,2023-01-22 11:33:57,netral,netral,netral
2066,percuma update aplikasi tapi podcast KAP ga dilanjutin 🙄,1,2023-01-21 16:09:20,netral,netral,netral
2068,"bgus banget ga boong,+Suka banget sama scary things sukaaa",5,2023-01-21 11:45:07,netral,netral,netral
2069,apk seru untuk menemani saat santai,5,2023-01-20 14:39:10,netral,netral,netral
