,user_review,pengalaman visual,fungsi,performa dan stabilitas,case_fold,remove_punctuation,remove_whitespace,stopword_removal,normalize
197,"Bagus bgt, tpi knapa belakangan ini nyedot kuotanya gde bgt smpe 1.9Gb ya? Pdhal hanya konten audio",netral,negatif,netral,"bagus bgt, tpi knapa belakangan ini nyedot kuotanya gde bgt smpe 1.9gb ya? pdhal hanya konten audio",bagus bgt  tpi knapa belakangan ini nyedot kuotanya gde bgt smpe 1 9gb ya  pdhal hanya konten audio,bagus bgt  tpi knapa belakangan ini nyedot kuotanya gde bgt smpe 1 9gb ya  pdhal hanya konten audio,bagus bgt tpi knapa nyedot kuotanya gde bgt smpe 1 9gb ya pdhal konten audio,bagus sekali tetapi knapa nyedot kuotanya besar sekali sampai 1 9gb ya padahal konten audio
198,"Kalau bisa, hadirin juga versi TVnya biar bisa denger podcast dri TV",netral,netral,netral,"kalau bisa, hadirin juga versi tvnya biar bisa denger podcast dri tv",kalau bisa  hadirin juga versi tvnya biar bisa denger podcast dri tv,kalau bisa  hadirin juga versi tvnya biar bisa denger podcast dri tv,hadirin versi tvnya biar denger podcast dri tv,hadirin versi tvnya supaya dengar podcast dari tv
199,"Abis di update suara makin kecil volume udah up pdhl kirain hp gw yg error gataunya emng aplikasinya, pas coba music biasa dari hp volume up emng kenceng payah minta update mulu bknnya makin bnr malah down",netral,negatif,netral,"abis di update suara makin kecil volume udah up pdhl kirain hp gw yg error gataunya emng aplikasinya, pas coba music biasa dari hp volume up emng kenceng payah minta update mulu bknnya makin bnr malah down",abis di update suara makin kecil volume udah up pdhl kirain hp gw yg error gataunya emng aplikasinya  pas coba music biasa dari hp volume up emng kenceng payah minta update mulu bknnya makin bnr malah down,abis di update suara makin kecil volume udah up pdhl kirain hp gw yg error gataunya emng aplikasinya  pas coba music biasa dari hp volume up emng kenceng payah minta update mulu bknnya makin bnr malah down,abis update suara volume udah up pdhl kirain hp gw yg error gataunya emng aplikasinya pas coba music hp volume up emng kenceng payah update mulu bknnya bnr down,habis pembaruan suara volume sudah naik padahal mengira ponsel aku yang eror tidak tahunya memang aplikasinya saat coba musik ponsel volume naik memang kencang perlu pembaruan terus bukannya benar turun
200,Keren Noice di perbanyak kontennya,netral,netral,netral,keren noice di perbanyak kontennya,keren noice di perbanyak kontennya,keren noice di perbanyak kontennya,keren noice perbanyak kontennya,keren noice perbanyak kontennya
201,Guna didownload buat apa bila kalau di play harus loding tunggu online💩,netral,negatif,netral,guna didownload buat apa bila kalau di play harus loding tunggu online💩,guna didownload buat apa bila kalau di play harus loding tunggu online ,guna didownload buat apa bila kalau di play harus loding tunggu online,didownload play loding tunggu online,didownload putar loding tunggu daring
202,Banyak bgt iklan ngeganggu di tengah tengah. Padahal di awal udah ada 2 iklan dan nggak bisa diskip pulak,netral,netral,netral,banyak bgt iklan ngeganggu di tengah tengah. padahal di awal udah ada 2 iklan dan nggak bisa diskip pulak,banyak bgt iklan ngeganggu di tengah tengah  padahal di awal udah ada 2 iklan dan nggak bisa diskip pulak,banyak bgt iklan ngeganggu di tengah tengah  padahal di awal udah ada 2 iklan dan nggak bisa diskip pulak,bgt iklan ngeganggu udah 2 iklan nggak diskip pulak,sekali iklan ngeganggu sudah 2 iklan tidak diskip pula
203,"Tolong dong noice kalo masukin iklan itu setelah user memilih pilihan podcast. Ini belom apa apa udh iklan, trus baru milih podcast iklan lagi.. iklan mulu.. Iklan boleh tapi ya jangan baru mau milih podcast udah iklan juga dong. Kan gajelas. Contoh youtube tu dia kasih kita pilihan untuk klik video yg mau kita tonton, nah baru dikasih iklan sama dia. Lah ini milih juga belum udh iklan. Hadehhhhhh bintang 1 ah tadinya udh bintang 5 paten",netral,netral,netral,"tolong dong noice kalo masukin iklan itu setelah user memilih pilihan podcast. ini belom apa apa udh iklan, trus baru milih podcast iklan lagi.. iklan mulu.. iklan boleh tapi ya jangan baru mau milih podcast udah iklan juga dong. kan gajelas. contoh youtube tu dia kasih kita pilihan untuk klik video yg mau kita tonton, nah baru dikasih iklan sama dia. lah ini milih juga belum udh iklan. hadehhhhhh bintang 1 ah tadinya udh bintang 5 paten",tolong dong noice kalo masukin iklan itu setelah user memilih pilihan podcast  ini belom apa apa udh iklan  trus baru milih podcast iklan lagi   iklan mulu   iklan boleh tapi ya jangan baru mau milih podcast udah iklan juga dong  kan gajelas  contoh youtube tu dia kasih kita pilihan untuk klik video yg mau kita tonton  nah baru dikasih iklan sama dia  lah ini milih juga belum udh iklan  hadehhhhhh bintang 1 ah tadinya udh bintang 5 paten,tolong dong noice kalo masukin iklan itu setelah user memilih pilihan podcast  ini belom apa apa udh iklan  trus baru milih podcast iklan lagi   iklan mulu   iklan boleh tapi ya jangan baru mau milih podcast udah iklan juga dong  kan gajelas  contoh youtube tu dia kasih kita pilihan untuk klik video yg mau kita tonton  nah baru dikasih iklan sama dia  lah ini milih juga belum udh iklan  hadehhhhhh bintang 1 ah tadinya udh bintang 5 paten,tolong noice kalo masukin iklan user memilih pilihan podcast belom udh iklan trus milih podcast iklan iklan mulu iklan ya milih podcast udah iklan gajelas contoh youtube tu kasih pilihan klik video yg tonton dikasih iklan milih udh iklan hadehhhhhh bintang 1 ah udh bintang 5 paten,tolong noice kalau masukkan iklan pengguna memilih pilihan podcast belum sudah iklan terus memilih podcast iklan iklan terus iklan ya memilih podcast sudah iklan tidak jelas contoh youtube itu kasih pilihan klik video yang tonton diberi iklan memilih sudah iklan hadehhhhhh bintang 1 ah sudah bintang 5 paten
204,berapa lama bert... berapa lama bert... berapa lama bert...,netral,netral,netral,berapa lama bert... berapa lama bert... berapa lama bert...,berapa lama bert    berapa lama bert    berapa lama bert   ,berapa lama bert    berapa lama bert    berapa lama bert,bert bert bert,bert bert bert
205,"Kok black green, lama bener loading nya",negatif,netral,negatif,"kok black green, lama bener loading nya",kok black green  lama bener loading nya,kok black green  lama bener loading nya,black green bener loading nya,hitam green benar memuat nya
206,"Bagi orang yang suka radio, sulit untuk tidak suka app ini.",netral,netral,netral,"bagi orang yang suka radio, sulit untuk tidak suka app ini.",bagi orang yang suka radio  sulit untuk tidak suka app ini ,bagi orang yang suka radio  sulit untuk tidak suka app ini,orang suka radio sulit tidak suka app,orang suka radio sulit tidak suka aplikasi
207,Parah tidak bisa masuk. Masa pas membaca peraturan tidak ada lanjutkan.,negatif,netral,negatif,parah tidak bisa masuk. masa pas membaca peraturan tidak ada lanjutkan.,parah tidak bisa masuk  masa pas membaca peraturan tidak ada lanjutkan ,parah tidak bisa masuk  masa pas membaca peraturan tidak ada lanjutkan,parah tidak masuk pas membaca peraturan tidak lanjutkan,parah tidak masuk saat membaca peraturan tidak lanjutkan
208,recomended buat yang males baca tinggal dengerin aja podcast,netral,netral,netral,recomended buat yang males baca tinggal dengerin aja podcast,recomended buat yang males baca tinggal dengerin aja podcast,recomended buat yang males baca tinggal dengerin aja podcast,recomended males baca tinggal dengerin aja podcast,recomended malas baca tinggal dengarkan saja podcast
209,"jangan lupa dengerin berizik, podcast musik paling gaul",netral,netral,netral,"jangan lupa dengerin berizik, podcast musik paling gaul",jangan lupa dengerin berizik  podcast musik paling gaul,jangan lupa dengerin berizik  podcast musik paling gaul,lupa dengerin berizik podcast musik gaul,lupa dengarkan berizik podcast musik gaul
210,"Dikit"" berenti mulu yg diputer, aneh bngt",netral,negatif,netral,"dikit"" berenti mulu yg diputer, aneh bngt",dikit  berenti mulu yg diputer  aneh bngt,dikit  berenti mulu yg diputer  aneh bngt,dikit berenti mulu yg diputer aneh bngt,sedikit berenti terus yang diputer aneh sekali
211,"ini cocok, buat saya.. krn lagu2 yg saya suka bs dibuat jd nada dering hp..",netral,netral,netral,"ini cocok, buat saya.. krn lagu2 yg saya suka bs dibuat jd nada dering hp..",ini cocok  buat saya   krn lagu2 yg saya suka bs dibuat jd nada dering hp  ,ini cocok  buat saya   krn lagu2 yg saya suka bs dibuat jd nada dering hp,cocok krn lagu2 yg suka bs jd nada dering hp,cocok karena lagu-lagu yang suka bisa jadi nada dering ponsel
212,Makin ga sreg noice ini,netral,netral,netral,makin ga sreg noice ini,makin ga sreg noice ini,makin ga sreg noice ini,ga sreg noice,tidak sreg noice
213,"bagus banget.. 👍tempat kumpul audio konten , podcast radio musik",netral,netral,netral,"bagus banget.. 👍tempat kumpul audio konten , podcast radio musik",bagus banget    tempat kumpul audio konten   podcast radio musik,bagus banget    tempat kumpul audio konten   podcast radio musik,bagus banget kumpul audio konten podcast radio musik,bagus sekali kumpul audio konten podcast radio musik
214,"Sekarang jadi aplikasi yang sering saya gunakan, mantab",netral,netral,netral,"sekarang jadi aplikasi yang sering saya gunakan, mantab",sekarang jadi aplikasi yang sering saya gunakan  mantab,sekarang jadi aplikasi yang sering saya gunakan  mantab,aplikasi mantab,aplikasi mantab
215,"Tolong bikin noice khusus audio aja tanpa vidio, atau noice lite. Sekarang noice tambah ribet",negatif,netral,netral,"tolong bikin noice khusus audio aja tanpa vidio, atau noice lite. sekarang noice tambah ribet",tolong bikin noice khusus audio aja tanpa vidio  atau noice lite  sekarang noice tambah ribet,tolong bikin noice khusus audio aja tanpa vidio  atau noice lite  sekarang noice tambah ribet,tolong bikin noice khusus audio aja vidio noice lite noice ribet,tolong bikin noice khusus audio saja vidio noice lite noice rumit
216,"Usul, agar menyebarkan podcastnya setiap saat tidak hanya sehari sekali.",netral,netral,netral,"usul, agar menyebarkan podcastnya setiap saat tidak hanya sehari sekali.",usul  agar menyebarkan podcastnya setiap saat tidak hanya sehari sekali ,usul  agar menyebarkan podcastnya setiap saat tidak hanya sehari sekali,usul menyebarkan podcastnya tidak sehari,usul menyebarkan podcastnya tidak setiap hari
217,keren tp kuotane entek akeh,netral,netral,netral,keren tp kuotane entek akeh,keren tp kuotane entek akeh,keren tp kuotane entek akeh,keren tp kuotane entek akeh,keren tetapi kuotane entek akeh
218,Apk apa ini Banyak sekali iklan nya,netral,netral,netral,apk apa ini banyak sekali iklan nya,apk apa ini banyak sekali iklan nya,apk apa ini banyak sekali iklan nya,apk iklan nya,aplikasi iklan nya
219,aku sungguh menyukai aplikasi Noice. sungguh bagus makanya aku kasih bintang 5,netral,netral,netral,aku sungguh menyukai aplikasi noice. sungguh bagus makanya aku kasih bintang 5,aku sungguh menyukai aplikasi noice  sungguh bagus makanya aku kasih bintang 5,aku sungguh menyukai aplikasi noice  sungguh bagus makanya aku kasih bintang 5,sungguh menyukai aplikasi noice sungguh bagus kasih bintang 5,sungguh menyukai aplikasi noice sungguh bagus kasih bintang 5
220,kenapa dah gak bisa play di web kayak dulu? hadehh,netral,netral,netral,kenapa dah gak bisa play di web kayak dulu? hadehh,kenapa dah gak bisa play di web kayak dulu  hadehh,kenapa dah gak bisa play di web kayak dulu  hadehh,dah gak play web kayak hadehh,deh tidak putar web seperti hadehh
221,Iklan sih bole..tapi jangan kebanyakan juga Udah over iklan kalian,netral,netral,netral,iklan sih bole..tapi jangan kebanyakan juga udah over iklan kalian,iklan sih bole  tapi jangan kebanyakan juga udah over iklan kalian,iklan sih bole  tapi jangan kebanyakan juga udah over iklan kalian,iklan sih bole kebanyakan udah over iklan,iklan sebenarnya bisa kebanyakan sudah alih iklan
222,"Gaperlu rebutan radio mobil. Skrg udh bisa nampilin judul lagu yg diputar. Tp tolong tingkatkan lg, biar bisa keliatan full judul lagu yg sedang diputar gacuma sepotong aja, terimakasih",netral,netral,netral,"gaperlu rebutan radio mobil. skrg udh bisa nampilin judul lagu yg diputar. tp tolong tingkatkan lg, biar bisa keliatan full judul lagu yg sedang diputar gacuma sepotong aja, terimakasih",gaperlu rebutan radio mobil  skrg udh bisa nampilin judul lagu yg diputar  tp tolong tingkatkan lg  biar bisa keliatan full judul lagu yg sedang diputar gacuma sepotong aja  terimakasih,gaperlu rebutan radio mobil  skrg udh bisa nampilin judul lagu yg diputar  tp tolong tingkatkan lg  biar bisa keliatan full judul lagu yg sedang diputar gacuma sepotong aja  terimakasih,gaperlu rebutan radio mobil skrg udh nampilin judul lagu yg diputar tp tolong tingkatkan lg biar keliatan full judul lagu yg diputar gacuma sepotong aja terimakasih,tidak perlu rebutan radio mobil sekarang sudah nampilin judul lagu yang diputar tetapi tolong tingkatkan lagi supaya kelihatan penuh judul lagu yang diputar gacuma sepotong saja terima kasih
223,"KOK BISA PODCAST KENA MENTAL DIBUNGKUS ALASAN GUE DOWNLOAD, KRNA ADA TU PODCAST PADAHAL LEBIH BANYAK PODCAST YANG LEBIH GARING GAK JELAS",netral,netral,netral,"kok bisa podcast kena mental dibungkus alasan gue download, krna ada tu podcast padahal lebih banyak podcast yang lebih garing gak jelas",kok bisa podcast kena mental dibungkus alasan gue download  krna ada tu podcast padahal lebih banyak podcast yang lebih garing gak jelas,kok bisa podcast kena mental dibungkus alasan gue download  krna ada tu podcast padahal lebih banyak podcast yang lebih garing gak jelas,podcast kena mental dibungkus alasan gue download krna tu podcast podcast garing gak,podcast kena mental dibungkus alasan aku unduh karena itu podcast podcast garing tidak
224,"Tolong dong untuk UI Playlist dibikin simple. Ribet banget ngatur podcast yg udah didengerin sama belum, kek otomatis ngulang2 terus.",negatif,netral,netral,"tolong dong untuk ui playlist dibikin simple. ribet banget ngatur podcast yg udah didengerin sama belum, kek otomatis ngulang2 terus.",tolong dong untuk ui playlist dibikin simple  ribet banget ngatur podcast yg udah didengerin sama belum  kek otomatis ngulang2 terus ,tolong dong untuk ui playlist dibikin simple  ribet banget ngatur podcast yg udah didengerin sama belum  kek otomatis ngulang2 terus,tolong ui playlist dibikin simple ribet banget ngatur podcast yg udah didengerin kek otomatis ngulang2,tolong tampilan playlist dibikin sederhana rumit sekali mengatur podcast yang sudah didengerin seperti otomatis ngulang2
