,user_review,pengalaman visual,fungsi,performa dan stabilitas,case_fold,remove_punctuation,remove_whitespace,stopword_removal,normalize,tokenize
223,"KOK BISA PODCAST KENA MENTAL DIBUNGKUS ALASAN GUE DOWNLOAD, KRNA ADA TU PODCAST PADAHAL LEBIH BANYAK PODCAST YANG LEBIH GARING GAK JELAS",0,0,0,"kok bisa podcast kena mental dibungkus alasan gue download, krna ada tu podcast padahal lebih banyak podcast yang lebih garing gak jelas",kok bisa podcast kena mental dibungkus alasan gue download krna ada tu podcast padahal lebih banyak podcast yang lebih garing gak jelas,kok bisa podcast kena mental dibungkus alasan gue download krna ada tu podcast padahal lebih banyak podcast yang lebih garing gak jelas,podcast kena mental dibungkus alasan gue download krna tu podcast podcast garing gak,podcast kena mental dibungkus alasan gue download karena itu podcast podcast garing enggak,"['podcast', 'kena', 'mental', 'dibungkus', 'alasan', 'gue', 'download', 'karena', 'itu', 'podcast', 'podcast', 'garing', 'enggak']"
224,"Tolong dong untuk UI Playlist dibikin simple. Ribet banget ngatur podcast yg udah didengerin sama belum, kek otomatis ngulang2 terus.",-1,0,0,"tolong dong untuk ui playlist dibikin simple. ribet banget ngatur podcast yg udah didengerin sama belum, kek otomatis ngulang2 terus.",tolong dong untuk ui playlist dibikin simple ribet banget ngatur podcast yg udah didengerin sama belum kek otomatis ngulang2 terus,tolong dong untuk ui playlist dibikin simple ribet banget ngatur podcast yg udah didengerin sama belum kek otomatis ngulang2 terus,tolong ui playlist dibikin simple ribet banget ngatur podcast yg udah didengerin kek otomatis ngulang2,tolong ui playlist dibikin simple ribet banget mengatur podcast yang sudah didengerin kayak otomatis ngulang2,"['tolong', 'ui', 'playlist', 'dibikin', 'simple', 'ribet', 'banget', 'mengatur', 'podcast', 'yang', 'sudah', 'didengerin', 'kayak', 'otomatis', 'ngulang2']"
225,suka dengerin podcast di atas motor,0,0,0,suka dengerin podcast di atas motor,suka dengerin podcast di atas motor,suka dengerin podcast di atas motor,suka dengerin podcast motor,suka dengarkan podcast motor,"['suka', 'dengarkan', 'podcast', 'motor']"
226,bagus apk nyaa saya sangat suka,0,0,0,bagus apk nyaa saya sangat suka,bagus apk nyaa saya sangat suka,bagus apk nyaa saya sangat suka,bagus apk nyaa suka,bagus aplikasi nya suka,"['bagus', 'aplikasi', 'nya', 'suka']"
227,Tolong dong kasih fitur lock rotasi di fullscreen noice video. Soalnya ganggu banget waktu hp miring dikit eh videonya malah gajadi fullscreen. Mau subscribe premium biar bisa liat konten video malah agak mikir-mikir lagi mau lanjut subscribe,-1,0,0,tolong dong kasih fitur lock rotasi di fullscreen noice video. soalnya ganggu banget waktu hp miring dikit eh videonya malah gajadi fullscreen. mau subscribe premium biar bisa liat konten video malah agak mikir-mikir lagi mau lanjut subscribe,tolong dong kasih fitur lock rotasi di fullscreen noice video soalnya ganggu banget waktu hp miring dikit eh videonya malah gajadi fullscreen mau subscribe premium biar bisa liat konten video malah agak mikirmikir lagi mau lanjut subscribe,tolong dong kasih fitur lock rotasi di fullscreen noice video soalnya ganggu banget waktu hp miring dikit eh videonya malah gajadi fullscreen mau subscribe premium biar bisa liat konten video malah agak mikirmikir lagi mau lanjut subscribe,tolong kasih fitur lock rotasi fullscreen noice video ganggu banget hp miring dikit eh videonya gajadi fullscreen subscribe premium biar liat konten video mikirmikir subscribe,tolong kasih fitur lock rotasi fullscreen noice video ganggu banget hp miring dikit eh videonya gajadi fullscreen subscribe premium biar lihat konten video mikirmikir subscribe,"['tolong', 'kasih', 'fitur', 'lock', 'rotasi', 'fullscreen', 'noice', 'video', 'ganggu', 'banget', 'hp', 'miring', 'dikit', 'eh', 'videonya', 'gajadi', 'fullscreen', 'subscribe', 'premium', 'biar', 'lihat', 'konten', 'video', 'mikirmikir', 'subscribe']"
228,"Komenan di semua episode ilang, itu kenapa min?",0,0,0,"komenan di semua episode ilang, itu kenapa min?",komenan di semua episode ilang itu kenapa min,komenan di semua episode ilang itu kenapa min,komenan episode ilang min,komentar episode hilang min,"['komentar', 'episode', 'hilang', 'min']"
229,Pengen dengerin noice update berita dari ruang 28. Tapi versi web error tidak bisa play. Ram device ngak mesti cukup buat download noice di play store. solusinya ya tinggal lewat web tapi kok webnya ngak dibener benerin. Lama-lama aplikasi ini jadi kapitalis kayak Telkomsel.,0,0,0,pengen dengerin noice update berita dari ruang 28. tapi versi web error tidak bisa play. ram device ngak mesti cukup buat download noice di play store. solusinya ya tinggal lewat web tapi kok webnya ngak dibener benerin. lama-lama aplikasi ini jadi kapitalis kayak telkomsel.,pengen dengerin noice update berita dari ruang 28 tapi versi web error tidak bisa play ram device ngak mesti cukup buat download noice di play store solusinya ya tinggal lewat web tapi kok webnya ngak dibener benerin lamalama aplikasi ini jadi kapitalis kayak telkomsel,pengen dengerin noice update berita dari ruang 28 tapi versi web error tidak bisa play ram device ngak mesti cukup buat download noice di play store solusinya ya tinggal lewat web tapi kok webnya ngak dibener benerin lamalama aplikasi ini jadi kapitalis kayak telkomsel,pengen dengerin noice update berita ruang 28 versi web error tidak play ram device ngak mesti download noice play store solusinya ya tinggal web webnya ngak dibener benerin lamalama aplikasi kapitalis kayak telkomsel,pengin dengarkan noice update berita ruang 28 versi web error tidak play ram device enggak mesti download noice play store solusinya ya tinggal web webnya enggak dibener benerin lamalama aplikasi kapitalis kayak telkomsel,"['pengin', 'dengarkan', 'noice', 'update', 'berita', 'ruang', '28', 'versi', 'web', 'error', 'tidak', 'play', 'ram', 'device', 'enggak', 'mesti', 'download', 'noice', 'play', 'store', 'solusinya', 'ya', 'tinggal', 'web', 'webnya', 'enggak', 'dibener', 'benerin', 'lamalama', 'aplikasi', 'kapitalis', 'kayak', 'telkomsel']"
230,Kalau dengerin podcast bentuk video layar auto rotate. Mohon adakan fitur lock rotasi layar supaya bisa nonton landscape sambil tiduran,-1,0,0,kalau dengerin podcast bentuk video layar auto rotate. mohon adakan fitur lock rotasi layar supaya bisa nonton landscape sambil tiduran,kalau dengerin podcast bentuk video layar auto rotate mohon adakan fitur lock rotasi layar supaya bisa nonton landscape sambil tiduran,kalau dengerin podcast bentuk video layar auto rotate mohon adakan fitur lock rotasi layar supaya bisa nonton landscape sambil tiduran,dengerin podcast bentuk video layar auto rotate mohon adakan fitur lock rotasi layar nonton landscape tiduran,dengarkan podcast bentuk video layar auto rotate mohon adakan fitur lock rotasi layar menonton landscape tiduran,"['dengarkan', 'podcast', 'bentuk', 'video', 'layar', 'auto', 'rotate', 'mohon', 'adakan', 'fitur', 'lock', 'rotasi', 'layar', 'menonton', 'landscape', 'tiduran']"
231,Bagus tapi banyak iklan kalo bisa di gratisin aja ya semuanya jadi pendengar noice pada seneng dan pasti apk ini di recommendasiin sama kerabat keluarga pokoknya semua deh kalo semua2 gratis. itu saja komen saya sekian dan Terima gaji🙏🤧,0,0,0,bagus tapi banyak iklan kalo bisa di gratisin aja ya semuanya jadi pendengar noice pada seneng dan pasti apk ini di recommendasiin sama kerabat keluarga pokoknya semua deh kalo semua2 gratis. itu saja komen saya sekian dan terima gaji🙏🤧,bagus tapi banyak iklan kalo bisa di gratisin aja ya semuanya jadi pendengar noice pada seneng dan pasti apk ini di recommendasiin sama kerabat keluarga pokoknya semua deh kalo semua2 gratis itu saja komen saya sekian dan terima gaji,bagus tapi banyak iklan kalo bisa di gratisin aja ya semuanya jadi pendengar noice pada seneng dan pasti apk ini di recommendasiin sama kerabat keluarga pokoknya semua deh kalo semua2 gratis itu saja komen saya sekian dan terima gaji,bagus iklan kalo gratisin aja ya pendengar noice seneng apk recommendasiin kerabat keluarga pokoknya deh kalo semua2 gratis komen sekian terima gaji,bagus iklan kalo gratisin saja ya pendengar noice senang aplikasi recommendasiin kerabat keluarga pokoknya deh kalo semua2 gratis komen sekian terima gaji,"['bagus', 'iklan', 'kalo', 'gratisin', 'saja', 'ya', 'pendengar', 'noice', 'senang', 'aplikasi', 'recommendasiin', 'kerabat', 'keluarga', 'pokoknya', 'deh', 'kalo', 'semua2', 'gratis', 'komen', 'sekian', 'terima', 'gaji']"
232,"APLIKASI IKLAN, JGN DI DOWNLOAD,",0,0,0,"aplikasi iklan, jgn di download,",aplikasi iklan jgn di download,aplikasi iklan jgn di download,aplikasi iklan jgn download,aplikasi iklan jangan download,"['aplikasi', 'iklan', 'jangan', 'download']"
233,bikin di android tv min,0,0,0,bikin di android tv min,bikin di android tv min,bikin di android tv min,bikin android tv min,bikin android tv min,"['bikin', 'android', 'tv', 'min']"
234,Aplikasi payah. Udh top up mahal mahal coin nya gk masuk sama sekali,0,-1,0,aplikasi payah. udh top up mahal mahal coin nya gk masuk sama sekali,aplikasi payah udh top up mahal mahal coin nya gk masuk sama sekali,aplikasi payah udh top up mahal mahal coin nya gk masuk sama sekali,aplikasi payah udh top up mahal mahal coin nya gk masuk,aplikasi payah sudah top up mahal mahal coin nya enggak masuk,"['aplikasi', 'payah', 'sudah', 'top', 'up', 'mahal', 'mahal', 'coin', 'nya', 'enggak', 'masuk']"
235,Saya top up coin setelah itu coin tidak bertambah. Maaf saya stop dengerin konten noice,0,-1,0,saya top up coin setelah itu coin tidak bertambah. maaf saya stop dengerin konten noice,saya top up coin setelah itu coin tidak bertambah maaf saya stop dengerin konten noice,saya top up coin setelah itu coin tidak bertambah maaf saya stop dengerin konten noice,top up coin coin tidak bertambah maaf stop dengerin konten noice,top up coin coin tidak bertambah maaf stop dengarkan konten noice,"['top', 'up', 'coin', 'coin', 'tidak', 'bertambah', 'maaf', 'stop', 'dengarkan', 'konten', 'noice']"
236,gmn si saya udh top up tapi gamasuk koinnya padahal di dana udah dibayar,0,-1,0,gmn si saya udh top up tapi gamasuk koinnya padahal di dana udah dibayar,gmn si saya udh top up tapi gamasuk koinnya padahal di dana udah dibayar,gmn si saya udh top up tapi gamasuk koinnya padahal di dana udah dibayar,gmn si udh top up gamasuk koinnya dana udah dibayar,bagaimana sih sudah top up gamasuk koinnya dana sudah dibayar,"['bagaimana', 'sih', 'sudah', 'top', 'up', 'gamasuk', 'koinnya', 'dana', 'sudah', 'dibayar']"
237,GK bisa kaitkan akun kenapa ya? Sampai sekarang saya masih pakai akun tamu,0,-1,0,gk bisa kaitkan akun kenapa ya? sampai sekarang saya masih pakai akun tamu,gk bisa kaitkan akun kenapa ya sampai sekarang saya masih pakai akun tamu,gk bisa kaitkan akun kenapa ya sampai sekarang saya masih pakai akun tamu,gk kaitkan akun ya pakai akun tamu,enggak kaitkan akun ya pakai akun tamu,"['enggak', 'kaitkan', 'akun', 'ya', 'pakai', 'akun', 'tamu']"
238,"Program awal noice yg bagus2 malah ga diperpanjang. BOBA, OBROLAN LELAKI, DLL. KEMBALIKAN",0,0,0,"program awal noice yg bagus2 malah ga diperpanjang. boba, obrolan lelaki, dll. kembalikan",program awal noice yg bagus2 malah ga diperpanjang boba obrolan lelaki dll kembalikan,program awal noice yg bagus2 malah ga diperpanjang boba obrolan lelaki dll kembalikan,program noice yg bagus2 ga diperpanjang boba obrolan lelaki dll kembalikan,program noice yang bagus-bagus enggak diperpanjang boba obrolan lelaki dll kembalikan,"['program', 'noice', 'yang', 'bagus-bagus', 'enggak', 'diperpanjang', 'boba', 'obrolan', 'lelaki', 'dll', 'kembalikan']"
239,KEMBALIKAN PROFILE YANG LAMA DENGAN PEMBARUAN YANG EFISIEN - Melihat komentar sendiri - logo subscription yang diikuti - Melihat konten VIP yang sudah dibeli - Tampilan latar belakang yang berbeda untuk noice premium - Tampilan playlist yang dibuat pengguna sendiri dan dapat dilihat publik - Berapa koin yang dihabiskan di noice Sejauh ini masih segini Next update kalau TERIMPLEMENTASI LANGSUNG BINTANG 5 ⭐⭐⭐⭐⭐ Untuk apresiasi dari saran saya boleh email langsung,-1,0,0,kembalikan profile yang lama dengan pembaruan yang efisien - melihat komentar sendiri - logo subscription yang diikuti - melihat konten vip yang sudah dibeli - tampilan latar belakang yang berbeda untuk noice premium - tampilan playlist yang dibuat pengguna sendiri dan dapat dilihat publik - berapa koin yang dihabiskan di noice sejauh ini masih segini next update kalau terimplementasi langsung bintang 5 ⭐⭐⭐⭐⭐ untuk apresiasi dari saran saya boleh email langsung,kembalikan profile yang lama dengan pembaruan yang efisien  melihat komentar sendiri  logo subscription yang diikuti  melihat konten vip yang sudah dibeli  tampilan latar belakang yang berbeda untuk noice premium  tampilan playlist yang dibuat pengguna sendiri dan dapat dilihat publik  berapa koin yang dihabiskan di noice sejauh ini masih segini next update kalau terimplementasi langsung bintang 5  untuk apresiasi dari saran saya boleh email langsung,kembalikan profile yang lama dengan pembaruan yang efisien  melihat komentar sendiri  logo subscription yang diikuti  melihat konten vip yang sudah dibeli  tampilan latar belakang yang berbeda untuk noice premium  tampilan playlist yang dibuat pengguna sendiri dan dapat dilihat publik  berapa koin yang dihabiskan di noice sejauh ini masih segini next update kalau terimplementasi langsung bintang 5  untuk apresiasi dari saran saya boleh email langsung,kembalikan profile pembaruan efisien komentar logo subscription diikuti konten vip dibeli tampilan latar berbeda noice premium tampilan playlist pengguna publik koin dihabiskan noice segini next update terimplementasi langsung bintang 5 apresiasi saran email langsung,kembalikan profile pembaruan efisien komentar logo subscription diikuti konten vip dibeli tampilan latar berbeda noice premium tampilan playlist pengguna publik koin dihabiskan noice segini next update terimplementasi langsung bintang 5 apresiasi saran email langsung,"['kembalikan', 'profile', 'pembaruan', 'efisien', 'komentar', 'logo', 'subscription', 'diikuti', 'konten', 'vip', 'dibeli', 'tampilan', 'latar', 'berbeda', 'noice', 'premium', 'tampilan', 'playlist', 'pengguna', 'publik', 'koin', 'dihabiskan', 'noice', 'segini', 'next', 'update', 'terimplementasi', 'langsung', 'bintang', '5', 'apresiasi', 'saran', 'email', 'langsung']"
240,ini sih bakal jadi apps yang keren...dan emg bner serius bgt di take care dgn org yg tepat dan konten yg tepat,0,0,0,ini sih bakal jadi apps yang keren...dan emg bner serius bgt di take care dgn org yg tepat dan konten yg tepat,ini sih bakal jadi apps yang kerendan emg bner serius bgt di take care dgn org yg tepat dan konten yg tepat,ini sih bakal jadi apps yang kerendan emg bner serius bgt di take care dgn org yg tepat dan konten yg tepat,sih apps kerendan emg bner serius bgt take care dgn org yg konten yg,sih apps kerendan memang benar serius banget take care dengan orang yang konten yang,"['sih', 'apps', 'kerendan', 'memang', 'benar', 'serius', 'banget', 'take', 'care', 'dengan', 'orang', 'yang', 'konten', 'yang']"
241,Gimana si mau langganan pakay gopay ko gabisa. Gajelas bgt,0,-1,0,gimana si mau langganan pakay gopay ko gabisa. gajelas bgt,gimana si mau langganan pakay gopay ko gabisa gajelas bgt,gimana si mau langganan pakay gopay ko gabisa gajelas bgt,gimana si langganan pakay gopay ko gabisa gajelas bgt,bagaimana sih langganan pakay gopay kok enggak bisa enggak jelas banget,"['bagaimana', 'sih', 'langganan', 'pakay', 'gopay', 'kok', 'enggak', 'bisa', 'enggak', 'jelas', 'banget']"
242,"Ga ada backsound nya jd kurang greget, dan kami dclien kurang puas dgn tim Detektif Astral coba disamain dgn yg di YouTube cuma ini versi audio aja",0,0,0,"ga ada backsound nya jd kurang greget, dan kami dclien kurang puas dgn tim detektif astral coba disamain dgn yg di youtube cuma ini versi audio aja",ga ada backsound nya jd kurang greget dan kami dclien kurang puas dgn tim detektif astral coba disamain dgn yg di youtube cuma ini versi audio aja,ga ada backsound nya jd kurang greget dan kami dclien kurang puas dgn tim detektif astral coba disamain dgn yg di youtube cuma ini versi audio aja,ga backsound nya jd greget dclien puas dgn tim detektif astral coba disamain dgn yg youtube versi audio aja,enggak backsound nya jadi greget dclien puas dengan tim detektif astral coba disamain dengan yang youtube versi audio saja,"['enggak', 'backsound', 'nya', 'jadi', 'greget', 'dclien', 'puas', 'dengan', 'tim', 'detektif', 'astral', 'coba', 'disamain', 'dengan', 'yang', 'youtube', 'versi', 'audio', 'saja']"
243,"Buat yg suka nonton podcast tapi yg berisi audio, nih si NOICE beneran kasi yg beda. Jadi serasa nonton podcast tanpa harus nonton video, bisa di buat buka aplikasi lainnya. Jd bisa denger konten audio favorit sambil ngerjakan pekerjaan lainnya.",0,1,0,"buat yg suka nonton podcast tapi yg berisi audio, nih si noice beneran kasi yg beda. jadi serasa nonton podcast tanpa harus nonton video, bisa di buat buka aplikasi lainnya. jd bisa denger konten audio favorit sambil ngerjakan pekerjaan lainnya.",buat yg suka nonton podcast tapi yg berisi audio nih si noice beneran kasi yg beda jadi serasa nonton podcast tanpa harus nonton video bisa di buat buka aplikasi lainnya jd bisa denger konten audio favorit sambil ngerjakan pekerjaan lainnya,buat yg suka nonton podcast tapi yg berisi audio nih si noice beneran kasi yg beda jadi serasa nonton podcast tanpa harus nonton video bisa di buat buka aplikasi lainnya jd bisa denger konten audio favorit sambil ngerjakan pekerjaan lainnya,yg suka nonton podcast yg berisi audio nih si noice beneran kasi yg beda serasa nonton podcast nonton video buka aplikasi jd denger konten audio favorit ngerjakan pekerjaan,yang suka menonton podcast yang berisi audio nih sih noice benaran kasih yang beda serasa menonton podcast menonton video buka aplikasi jadi dengar konten audio favorit ngerjakan pekerjaan,"['yang', 'suka', 'menonton', 'podcast', 'yang', 'berisi', 'audio', 'nih', 'sih', 'noice', 'benaran', 'kasih', 'yang', 'beda', 'serasa', 'menonton', 'podcast', 'menonton', 'video', 'buka', 'aplikasi', 'jadi', 'dengar', 'konten', 'audio', 'favorit', 'ngerjakan', 'pekerjaan']"
